ticker,period_end,revenue,net_income,eps,bvps,cfo,total_debt,roe,shares_out,announce_date,announce_date_est
1928 HK Equity,2018-06-30,4265.0,979.0,0.1211,0.4333,1613.0,4865.0,53.5734,8080.18709,2018-07-26,False
1928 HK Equity,2018-12-31,4400.0,896.0,0.1109,0.5456,1324.0,5562.0,41.9135,8080.57259,2019-02-22,False
1928 HK Equity,2019-06-30,4468.0,1067.0,0.132,0.4274,1370.0,5620.0,56.4324,8086.22089,2019-07-25,False
1928 HK Equity,2019-12-31,4340.0,966.0,0.1194,0.5497,1208.0,5608.0,45.9176,8087.82062,2020-02-21,False
1928 HK Equity,2020-06-30,848.0,-716.0,-0.0885,0.3374,-753.0,7073.0,8.0841,8089.01292,2020-08-14,False
1928 HK Equity,2020-12-31,839.0,-807.0,-0.0998,0.2384,-259.0,7065.0,-47.7804,8089.88887,2021-02-19,False
1928 HK Equity,2021-06-30,1620.0,-381.0,-0.0471,0.193,-112.0,7573.0,-55.3717,8093.17677,2021-08-13,False
1928 HK Equity,2021-12-31,1254.0,-667.0,-0.0824,0.1097,-175.0,7964.0,-74.4054,8093.18887,2022-02-18,False
1928 HK Equity,2022-06-30,915.0,-760.0,-0.0939,0.0161,-449.0,8660.0,-168.6761,8093.18887,2022-07-21,False
1928 HK Equity,2022-12-31,690.0,-822.0,-0.1016,-0.0865,-375.0,10181.0,,8093.18887,2023-02-17,False
1928 HK Equity,2023-06-30,2895.0,175.0,0.0216,-0.065,837.0,9038.0,,8093.33117,2023-07-20,False
1928 HK Equity,2023-12-31,3639.0,517.0,0.0639,-0.0005,1069.0,8328.0,,8093.37957,2024-02-16,False
1928 HK Equity,2024-06-30,3551.0,541.0,0.0669,0.0651,852.0,8153.0,,8093.37957,2024-07-25,False
1928 HK Equity,2024-12-31,3529.0,504.0,0.0623,0.1274,884.0,8159.0,,8093.37957,2025-02-21,False
1928 HK Equity,2025-06-30,3492.0,413.0,0.051,0.1384,732.0,7087.0,111.354,8093.37957,2025-08-15,False
1928 HK Equity,2025-12-31,3951.0,483.0,0.0597,0.1731,992.0,7097.0,73.6842,8093.37957,2026-01-29,False
1928 HK Equity,2026-06-30,3879.0,398.0,0.0492,0.159,753.0,6433.0,73.2032,8093.37957,2026-08-14,False
1929 HK Equity,2016-03-31,28467.9,1384.0,0.1384,3.4904,9530.2,14433.3,7.914,,2015-07-09,False
1929 HK Equity,2016-06-30,,,,,,,,10000.0,2015-11-24,False
1929 HK Equity,2016-09-30,21526.1,1221.8,0.122,3.2536,-310.6,13904.1,7.3065,,2016-01-08,False
1929 HK Equity,2016-12-30,,,,,,,,10000.0,2016-06-07,False
1929 HK Equity,2017-03-31,29719.4,1833.5,0.1834,3.1799,6433.8,10008.4,9.1609,,2017-06-29,True
1929 HK Equity,2017-06-30,,,,,,,,10000.0,2016-10-22,False
1929 HK Equity,2017-09-30,24754.3,1779.1,0.178,3.1298,-3224.5,14373.6,11.3187,,2017-12-29,True
1929 HK Equity,2017-12-29,,,,,,,,10000.0,2017-06-08,False
1929 HK Equity,2018-03-31,34402.1,2315.8,0.2316,3.3423,5898.2,13258.4,12.5568,,2018-06-29,True
1929 HK Equity,2018-06-29,,,,,,,,10000.0,2017-11-21,False
1929 HK Equity,2018-09-30,29702.9,1936.3,0.194,2.9214,2813.2,16789.0,14.0536,,2018-01-09,False
1929 HK Equity,2018-12-31,,,,,,,,10000.0,2018-05-29,False
1929 HK Equity,2019-03-31,36958.0,2640.5,0.2641,3.0751,5355.2,18068.2,14.2637,,2019-06-29,True
1929 HK Equity,2019-06-28,,,,,,,,10000.0,2018-10-18,False
1929 HK Equity,2019-09-30,29533.2,1532.6,0.153,2.6373,3058.2,23752.4,15.0147,,2019-12-29,True
1929 HK Equity,2019-12-31,,,,,,,,10000.0,2019-06-06,False
1929 HK Equity,2020-03-31,27217.6,1368.4,0.1368,2.6343,4837.5,24508.0,10.1622,,2019-07-16,False
1929 HK Equity,2020-06-30,,,,,,,,10000.0,2019-11-28,False
1929 HK Equity,2020-09-30,24673.4,2232.0,0.223,2.7963,5511.2,21498.8,13.2525,,2020-01-10,False
1929 HK Equity,2020-12-31,,,,,,,,10000.0,2020-06-11,False
1929 HK Equity,2021-03-31,45490.4,3794.4,0.3794,3.0767,4716.0,13639.3,21.1044,,2021-06-29,True
1929 HK Equity,2021-06-30,,,,,,,,10000.0,2020-11-24,False
1929 HK Equity,2021-09-30,44186.0,3580.6,0.358,3.2179,3172.3,22564.0,24.5253,,2021-01-11,False
1929 HK Equity,2021-12-31,,,,,,,,10000.0,2021-06-08,False
1929 HK Equity,2022-03-31,54751.7,3131.7,0.3132,3.3619,10550.4,25979.6,20.8501,,2022-06-29,True
1929 HK Equity,2022-06-30,,,,,,,,10000.0,2021-11-23,False
1929 HK Equity,2022-09-30,46535.4,3335.5,0.334,3.1735,-965.1,29559.4,20.2372,,2022-12-29,True
1929 HK Equity,2022-12-30,,,,,,,,10000.0,2022-06-09,False
1929 HK Equity,2023-03-31,48149.0,2048.9,0.2049,3.2397,10664.5,22106.2,16.3122,,2023-06-29,True
1929 HK Equity,2023-06-30,,,,,,,,10000.0,2022-10-14,False
1929 HK Equity,2023-09-30,49526.3,4551.1,0.455,2.6221,7750.0,27585.9,22.776,,2023-12-29,True
1929 HK Equity,2023-12-29,,,,,,,,9987.7368,2023-06-08,False
1929 HK Equity,2024-03-31,59186.7,1948.2,0.195,2.5715,5607.7,29890.9,22.368,,2023-07-10,False
1929 HK Equity,2024-06-28,,,,,,,,9987.7368,2023-11-23,False
1929 HK Equity,2024-09-30,39407.7,2530.4,0.253,2.5376,870.9,29640.8,17.3703,,2024-12-29,True
1929 HK Equity,2024-12-31,,,,,,,,9987.7368,2024-06-13,False
1929 HK Equity,2025-03-31,50248.3,3385.1,0.339,2.6458,8885.2,20789.1,22.6907,,2024-07-23,False
1929 HK Equity,2025-06-30,,,,,,,,9864.9446,2024-11-26,False
1929 HK Equity,2025-09-30,38986.1,2533.6,0.255,2.6529,-3080.6,26924.9,22.9778,,2025-12-29,True
1929 HK Equity,2025-12-31,,,,,,,,9864.9446,2025-06-12,False
1929 HK Equity,2026-03-31,55412.3,6470.7,0.6559,3.1396,4098.9,26665.2,31.3745,,2026-06-29,True
1929 HK Equity,2026-06-30,,,,,,,,9864.9446,2025-11-25,False
1997 HK Equity,2016-06-30,8804.0,4440.0,,,5487.0,,,,2016-09-30,False
1997 HK Equity,2016-12-31,8047.0,5477.0,,,5883.0,35362.0,,,2017-01-01,False
1997 HK Equity,2017-06-30,9546.0,4900.0,,,4582.0,27887.0,5.0189,,2017-11-09,False
1997 HK Equity,2017-12-31,11358.0,12318.0,4.057,68.2866,5066.0,45552.0,8.477,3036.22733,2018-03-05,False
1997 HK Equity,2018-06-30,8154.0,10179.0,3.35,70.6713,3952.0,42904.0,10.7446,3036.22733,2018-08-07,False
1997 HK Equity,2018-12-31,8327.0,7848.0,2.585,72.0675,5546.0,42097.0,8.4611,3036.22733,2019-03-05,False
1997 HK Equity,2019-06-30,8498.0,6989.0,2.3,73.3531,6847.0,39821.0,6.7864,3036.22733,2019-08-06,False
1997 HK Equity,2019-12-31,7545.0,-3061.0,-1.0082,71.2003,5176.0,45536.0,1.8061,3036.22733,2020-03-05,False
1997 HK Equity,2020-06-30,6775.0,-4454.0,-1.47,68.473,969.0,58127.0,-3.4906,3036.22733,2020-07-30,False
1997 HK Equity,2020-12-31,8740.0,-3400.0,-1.1199,67.3752,3855.0,54278.0,-3.7336,3036.22733,2021-03-04,False
1997 HK Equity,2021-06-30,7485.0,2970.0,0.98,68.2467,3707.0,53350.0,-0.2072,3036.22733,2021-08-05,False
1997 HK Equity,2021-12-31,8558.0,1421.0,0.4681,67.8874,4261.0,49334.0,2.1385,3036.22733,2022-03-02,False
1997 HK Equity,2022-06-30,6210.0,-1468.0,-0.48,65.6551,3562.0,49046.0,-0.0231,3036.22733,2022-08-04,False
1997 HK Equity,2022-12-31,6249.0,-7388.0,-2.4335,62.7022,3126.0,46489.0,-4.4674,3036.22733,2023-03-07,False
1997 HK Equity,2023-06-30,6473.0,1805.0,0.59,62.7665,3174.0,40114.0,-2.8639,3036.22733,2023-08-07,False
1997 HK Equity,2023-12-31,6833.0,2961.0,0.9753,63.0474,2691.0,37425.0,2.4968,3036.22733,2024-03-07,False
1997 HK Equity,2024-06-30,6501.0,-1052.0,-0.35,61.7638,3261.0,36033.0,1.0099,3036.22733,2024-08-06,False
1997 HK Equity,2024-12-31,6411.0,1943.0,0.64,61.8643,3077.0,35538.0,0.4699,3036.22733,2025-03-10,False
1997 HK Equity,2025-06-30,6407.0,-2406.0,-0.79,61.0109,3384.0,34726.0,-0.2484,3036.22733,2025-08-07,False
1997 HK Equity,2025-12-31,6408.0,-1851.0,-0.6097,59.8501,3384.0,34011.0,-2.304,3036.22733,2026-03-10,False
1997 HK Equity,2026-06-30,6340.0,-176.0,-0.06,59.2398,3850.0,31207.0,-1.1104,3036.22733,2026-08-06,False
2 HK Equity,2016-06-30,38671.0,6248.0,2.42,37.7569,9597.0,57327.0,17.4997,2526.45068,2016-08-01,False
2 HK Equity,2016-12-31,40763.0,6710.0,2.6068,38.7936,14145.0,51646.0,13.301,2526.45093,2017-02-27,False
2 HK Equity,2017-06-30,43337.0,6033.0,2.34,40.2133,6890.0,53948.0,12.6861,2526.45068,2017-08-07,False
2 HK Equity,2017-12-31,48736.0,8465.0,3.3011,43.0236,17485.0,57341.0,13.7867,2526.45057,2018-02-26,False
2 HK Equity,2018-06-30,46464.0,7561.0,2.94,43.4044,9358.0,57549.0,14.9354,2526.45057,2018-08-06,False
2 HK Equity,2018-12-31,44961.0,6239.0,2.42,43.1645,14170.0,55298.0,12.4455,2526.45057,2019-02-25,False
2 HK Equity,2019-06-30,43838.0,-782.0,-0.36,41.1934,6232.0,54212.0,4.8725,2526.45057,2019-08-06,False
2 HK Equity,2019-12-31,41851.0,5651.0,2.2023,41.7404,15461.0,52656.0,4.342,2526.45057,2020-02-24,False
2 HK Equity,2020-06-30,38701.0,6079.0,2.38,41.4831,6965.0,57204.0,11.0821,2526.45057,2020-08-03,False
2 HK Equity,2020-12-31,40889.0,5515.0,2.1556,44.4101,15922.0,55759.0,10.5268,2526.45057,2021-02-22,False
2 HK Equity,2021-06-30,40729.0,4684.0,1.83,44.3452,7249.0,57787.0,9.2796,2526.45057,2021-08-02,False
2 HK Equity,2021-12-31,43230.0,3945.0,1.5342,44.7402,11939.0,58432.0,7.5397,2526.45057,2022-02-27,False
2 HK Equity,2022-06-30,47594.0,-4786.0,-1.92,42.4105,-2403.0,63626.0,-0.8933,2526.45057,2022-08-08,False
2 HK Equity,2022-12-31,53068.0,5849.0,2.2874,41.7574,15864.0,59446.0,0.8456,2526.45057,2023-02-27,False
2 HK Equity,2023-06-30,43302.0,5130.0,2.0,41.7716,6189.0,62087.0,10.1927,2526.45057,2023-08-07,False
2 HK Equity,2023-12-31,43867.0,1664.0,0.6313,40.5039,18153.0,57715.0,6.4043,2526.45057,2024-02-26,False
2 HK Equity,2024-06-30,44086.0,6021.0,2.36,40.9804,9498.0,62854.0,7.2187,2526.45057,2024-08-05,False
2 HK Equity,2024-12-31,46878.0,5857.0,2.2921,41.1862,14321.0,65302.0,11.3787,2526.45057,2025-02-24,False
2 HK Equity,2025-06-30,42854.0,5717.0,2.23,41.873,8533.0,66405.0,10.9065,2526.45057,2025-08-04,False
2 HK Equity,2025-12-31,45164.0,4950.0,1.9173,42.5934,16818.0,61992.0,9.8911,2526.45057,2026-02-26,False
2 HK Equity,2026-06-30,42856.0,6104.0,2.37,43.7222,9421.0,66812.0,10.0263,2526.45057,2026-08-06,False
2015 HK Equity,2020-06-30,2798.913,-152.275,,,388.704,2070.571,,,2020-11-13,False
2015 HK Equity,2020-12-31,6657.696,0.618,,,2751.1,2114.305,,,2021-02-25,False
2015 HK Equity,2021-06-30,8614.153,-595.456,,,2333.97,7904.81,-4.7545,,2021-08-30,False
2015 HK Equity,2021-12-31,18395.626,274.001,,,6006.415,7841.011,-0.9072,1709.90333,2022-02-25,False
2015 HK Equity,2022-06-30,18294.657,-628.832,,,2963.176,10708.291,-0.9895,1709.90333,2022-08-15,False
2015 HK Equity,2022-12-31,26992.159,-1383.383,,,4437.223,12264.378,-4.6838,1728.76589,2023-02-27,False
2015 HK Equity,2023-06-30,47439.78,3222.821,,,18892.761,10734.891,4.0316,1728.76589,2023-08-08,False
2015 HK Equity,2023-12-31,76411.552,8481.312,,,31695.768,13546.867,22.2933,1766.20819,2024-02-26,False
2015 HK Equity,2024-06-30,57312.056,1695.151,,,-3771.783,15464.003,18.2082,1766.20819,2024-08-28,False
2015 HK Equity,2024-12-31,87147.89,6337.199,,,19704.943,16344.719,12.2615,1766.20819,2025-03-14,False
2015 HK Equity,2025-06-30,56172.427,1742.895,,,-4737.187,16915.92,11.8819,1785.07019,2025-08-28,False
2015 HK Equity,2025-12-31,56140.084,-618.457,,,-3874.21,17814.767,1.5672,1785.07019,2026-03-12,False
2015 HK Equity,2026-06-30,48649.801,-3993.712,,,-6075.969,14691.901,-6.6577,1748.20664,2026-08-26,False
2020 HK Equity,2016-06-30,6142.693,1129.189,0.4515,3.5609,1082.669,1478.389,26.0292,2501.23315,2016-08-29,False
2020 HK Equity,2016-12-31,7203.068,1256.357,0.5022,3.8157,1362.76,977.992,26.3185,2502.39111,2017-02-22,False
2020 HK Equity,2017-06-30,7323.151,1451.387,0.5598,4.94,2028.41,150.453,24.4345,2683.39868,2017-08-15,False
2020 HK Equity,2017-12-31,9369.341,1636.456,0.6095,5.1056,1122.364,147.911,26.5563,2684.5446,2018-02-27,False
2020 HK Equity,2018-06-30,10553.525,1944.809,0.7244,5.3838,1471.627,1236.208,25.8465,2684.7831,2018-08-14,False
2020 HK Equity,2018-12-31,13546.514,2158.046,0.8038,5.8763,2952.641,1313.559,27.8313,2684.9041,2019-02-26,False
2020 HK Equity,2019-06-30,14811.0,2323.0,0.8656,6.6716,3410.0,9126.816,27.5956,2685.364,2019-08-26,False
2020 HK Equity,2019-12-31,19117.286,2861.44,1.0618,7.4323,3965.243,9866.874,28.9157,2701.887,2020-03-24,False
2020 HK Equity,2020-06-30,14669.0,1658.0,0.6163,7.9128,2279.0,19283.0,22.9947,2702.1785,2020-08-25,False
2020 HK Equity,2020-12-31,20843.0,3504.0,1.3031,8.8828,5027.0,17042.0,23.4133,2703.329,2021-03-24,False
2020 HK Equity,2021-06-30,22812.0,3840.0,1.4277,9.9827,6258.0,16361.0,30.5129,2703.329,2021-08-24,False
2020 HK Equity,2021-12-31,26516.0,3880.0,1.4418,10.699,5492.0,18392.0,29.1673,2703.329,2022-03-22,False
2020 HK Equity,2022-06-30,25965.0,3588.0,1.33,11.7595,4946.0,19235.0,25.5308,2713.6235,2022-08-23,False
2020 HK Equity,2022-12-31,27686.0,4002.0,1.4861,12.6768,7128.0,19523.0,23.9723,2713.6235,2023-03-21,False
2020 HK Equity,2023-06-30,29645.0,4748.0,1.74,17.8001,10146.0,19901.0,21.7789,2832.6235,2023-08-22,False
2020 HK Equity,2023-12-31,32711.0,5488.0,1.9506,18.1669,9375.0,21469.0,23.8435,2832.6235,2024-03-26,False
2020 HK Equity,2024-06-30,33735.0,7721.0,2.75,20.3822,8425.0,21749.0,24.921,2832.6235,2024-08-27,False
2020 HK Equity,2024-12-31,37091.0,7875.0,2.8073,21.8647,8114.0,28120.0,27.5574,2823.2235,2025-03-19,False
2020 HK Equity,2025-06-30,38544.0,7031.0,2.53,22.9296,10901.0,31589.0,24.6228,2807.2131,2025-08-27,False
2020 HK Equity,2025-12-31,41675.0,6557.0,2.3588,23.5217,10028.0,31764.0,21.3127,2796.6533,2026-03-25,False
2020 HK Equity,2026-06-30,43507.0,9487.0,3.42,25.8682,13069.0,31342.0,23.6913,2796.6533,2026-08-26,False
2057 HK Equity,2020-06-30,10318.31,1823.054,,,1430.061,2846.75,,,2020-08-12,False
2057 HK Equity,2020-12-31,14895.98,2489.159,,,3520.688,2508.004,,649.201,2021-03-17,False
2057 HK Equity,2021-06-30,13797.597,1825.797,,,2409.357,4518.306,9.8134,621.02751,2021-08-18,False
2057 HK Equity,2021-12-31,16608.242,2929.03,,,4810.86,4440.723,9.7419,621.02751,2022-03-16,False
2057 HK Equity,2022-06-30,16560.727,2711.451,,,4886.147,8041.806,11.3517,603.63312,2022-08-17,False
2057 HK Equity,2022-12-31,18816.269,4097.605,,,6593.161,6334.49,13.2645,603.63312,2023-03-15,False
2057 HK Equity,2023-06-30,18723.563,4211.54,,,6499.578,14598.042,15.6447,611.01754,2023-08-29,False
2057 HK Equity,2023-12-31,19695.352,4537.464,,,6861.389,15437.672,15.372,606.76666,2024-03-19,False
2057 HK Equity,2024-06-30,20685.97,4037.848,,,5511.115,18090.504,14.7429,606.76666,2024-08-20,False
2057 HK Equity,2024-12-31,23594.75,4778.987,,,5918.321,17345.129,14.4699,604.23918,2025-03-18,False
2057 HK Equity,2025-06-30,22723.272,3931.579,,,4531.184,18873.978,13.9789,598.36849,2025-08-19,False
2057 HK Equity,2025-12-31,26375.395,5149.072,,,7437.235,11459.577,14.1392,598.36849,2026-03-17,False
2057 HK Equity,2026-06-30,27832.256,5169.224,,,7352.615,22039.843,16.1417,563.80069,2026-08-18,False
2269 HK Equity,2016-06-30,410.13,83.855,0.03,,-69.307,0.0,,,2017-05-31,False
2269 HK Equity,2016-12-31,578.899,57.241,0.0198,,121.469,1129.443,,,2017-05-31,False
2269 HK Equity,2017-06-30,654.04,92.197,0.03,1.0962,195.397,1244.24,,3493.36627,2017-08-22,False
2269 HK Equity,2017-12-31,964.789,160.431,0.0459,1.152,128.591,0.0,11.7643,3493.36625,2018-03-19,False
2269 HK Equity,2018-06-30,1054.385,249.57,0.0699,2.0444,146.093,0.0,7.2253,3677.14693,2018-08-20,False
2269 HK Equity,2018-12-31,1480.068,381.022,0.1035,2.1709,615.514,0.0,10.494,3681.43254,2019-03-18,False
2269 HK Equity,2019-06-30,1607.07,449.484,0.1232,2.2959,248.529,248.052,10.3425,3719.61366,2019-08-19,False
2269 HK Equity,2019-12-31,2376.617,564.321,0.1503,3.288,909.749,2193.948,9.7584,3884.94879,2020-03-26,False
2269 HK Equity,2020-06-30,1944.103,736.113,0.1898,3.466,424.483,3681.028,11.7288,3911.26286,2020-08-17,False
2269 HK Equity,2020-12-31,3668.281,952.773,0.2361,5.0284,1374.249,3331.973,10.1286,4087.05637,2021-01-13,False
2269 HK Equity,2021-06-30,4406.754,1842.14,0.4395,7.8292,772.239,4599.429,11.93,4242.36565,2021-08-23,False
2269 HK Equity,2021-12-31,5883.296,1546.338,0.3679,7.5699,2575.819,4295.287,12.8247,4263.94276,2022-03-22,False
2269 HK Equity,2022-06-30,7206.44,2535.064,0.6093,8.0733,1459.402,4398.562,12.0604,4224.35349,2022-08-17,False
2269 HK Equity,2022-12-31,8062.22,1885.222,0.4516,8.2848,3982.347,4421.661,13.131,4226.97379,2023-03-22,False
2269 HK Equity,2023-06-30,8492.046,2266.675,0.5493,8.8721,2714.565,5141.008,11.5011,4235.43321,2023-08-23,False
2269 HK Equity,2023-12-31,8542.209,1133.054,0.2718,9.4731,1735.863,4561.359,9.0204,4257.25695,2024-03-26,False
2269 HK Equity,2024-06-30,8574.214,1499.08,0.37,9.789,1394.081,4570.168,6.7152,4153.10695,2024-08-21,False
2269 HK Equity,2024-12-31,10101.157,1857.001,0.4572,10.1851,3623.735,4939.849,8.1705,4105.49641,2025-03-25,False
2269 HK Equity,2025-06-30,9953.216,2339.266,0.58,11.0478,1917.771,5107.062,9.8035,4068.68077,2025-08-19,False
2269 HK Equity,2025-12-31,11836.802,2569.077,0.6377,11.4305,4303.078,3104.066,11.0216,4128.11398,2026-03-24,False
2269 HK Equity,2026-06-30,11787.238,2439.813,0.6,11.6018,,2725.684,10.8426,4142.71442,2026-08-25,False
2313 HK Equity,2016-06-30,6951.773,1449.896,1.04,9.5466,1810.028,4640.27,21.3578,1399.0,2016-08-22,False
2313 HK Equity,2016-12-31,8147.303,1497.777,1.0706,10.7884,1441.349,4651.578,20.9299,1399.0,2017-03-27,False
2313 HK Equity,2017-06-30,8263.585,1798.664,1.27,12.8554,1568.467,2189.999,20.9176,1486.63232,2017-08-20,False
2313 HK Equity,2017-12-31,9821.662,1964.057,1.3097,13.0527,2294.55,2130.409,21.6783,1503.2224,2018-03-26,False
2313 HK Equity,2018-06-30,9159.9,2178.871,1.45,13.9083,1817.905,2206.079,21.2078,1503.2224,2018-08-27,False
2313 HK Equity,2018-12-31,11790.305,2361.616,1.571,14.834,2599.026,2516.749,21.6627,1503.2224,2019-03-25,False
2313 HK Equity,2019-06-30,10279.693,2416.027,1.61,15.6691,2369.577,2692.586,21.4912,1503.2224,2019-08-26,False
2313 HK Equity,2019-12-31,12385.579,2679.179,1.7823,16.7457,3536.886,4118.314,21.4665,1503.2224,2020-03-23,False
2313 HK Equity,2020-06-30,10233.778,2512.399,1.67,17.5755,2547.576,6895.583,20.7771,1503.2224,2020-08-25,False
2313 HK Equity,2020-12-31,12796.87,2594.337,1.7259,18.1451,3538.948,6723.631,19.4733,1503.2224,2021-03-29,False
2313 HK Equity,2021-06-30,11368.606,2226.278,1.48,18.6636,1902.715,7991.045,17.6983,1503.2224,2021-08-26,False
2313 HK Equity,2021-12-31,12476.4,1145.424,0.762,18.474,1904.39,10721.468,12.2503,1503.2224,2022-03-30,False
2313 HK Equity,2022-06-30,13592.789,2366.616,1.57,19.8047,729.208,10088.873,12.1468,1503.2224,2022-08-25,False
2313 HK Equity,2022-12-31,14188.623,2196.167,1.461,20.458,4109.24,9314.291,15.593,1503.2224,2023-03-28,False
2313 HK Equity,2023-06-30,11561.962,2126.829,1.41,21.3902,3098.647,10951.775,13.962,1503.2224,2023-08-30,False
2313 HK Equity,2023-12-31,13407.83,2430.434,1.6168,21.8646,2809.99,12262.07,14.3265,1503.2224,2024-03-26,False
2313 HK Equity,2024-06-30,12975.971,2931.028,1.95,22.7012,2707.831,10965.3,16.1784,1503.2224,2024-08-28,False
2313 HK Equity,2024-12-31,15686.967,3309.553,2.2016,23.8507,3353.871,12932.617,18.1623,1503.2224,2025-03-25,False
2313 HK Equity,2025-06-30,14966.384,3176.836,2.11,24.5871,3327.215,14797.529,18.2497,1503.2224,2025-08-27,False
2313 HK Equity,2025-12-31,16027.348,2648.426,1.7618,24.941,3619.156,14869.471,15.8846,1503.2224,2026-03-30,False
2313 HK Equity,2026-06-30,14179.177,1904.563,1.27,24.8442,,14913.479,12.2559,1502.836,2026-08-25,False
2318 HK Equity,2016-06-30,408085.0,40776.0,2.28,19.9096,134797.0,905895.0,17.3577,7447.57715,2016-08-17,False
2318 HK Equity,2016-12-31,367773.0,21618.0,1.2116,20.9764,195456.0,1023785.0,17.3873,7447.57715,2017-03-22,False
2318 HK Equity,2017-06-30,501814.0,43427.0,2.43,23.2921,56781.0,1249804.0,16.4728,7447.577,2017-08-17,False
2318 HK Equity,2017-12-31,465611.0,45661.0,2.5599,25.8941,99077.0,1365794.0,20.7955,7447.577,2018-03-20,False
2318 HK Equity,2018-06-30,580103.0,58095.0,3.26,28.23,203043.0,1430433.0,22.0328,7447.57691,2018-08-21,False
2318 HK Equity,2018-12-31,485455.0,49309.0,2.7649,30.4435,120051.0,1566032.0,20.858,7447.57691,2019-03-12,False
2318 HK Equity,2019-06-30,678082.0,97676.0,5.48,34.2829,244889.0,1466125.0,25.7557,7447.57691,2019-08-15,False
2318 HK Equity,2019-12-31,571785.0,51731.0,2.9189,36.825,219209.0,1755623.0,24.3004,7447.57691,2020-02-20,False
2318 HK Equity,2020-06-30,675273.0,68683.0,3.88,38.4011,211097.0,1976776.0,18.1442,7447.57691,2020-08-27,False
2318 HK Equity,2020-12-31,629300.0,74416.0,4.2121,41.7155,325132.0,2190899.0,19.9341,7447.57691,2021-02-03,False
2318 HK Equity,2021-06-30,685522.0,58005.0,3.29,43.3171,106569.0,2147993.0,17.7293,7447.57691,2021-08-26,False
2318 HK Equity,2021-12-31,594807.0,43613.0,2.4825,44.4423,301637.0,2094230.0,12.9042,7447.57691,2022-03-17,False
2318 HK Equity,2022-06-30,556716.0,70725.0,4.05,46.4288,403523.0,2118157.0,13.9389,7447.57691,2022-08-23,False
2318 HK Equity,2022-12-31,508689.0,23501.0,1.2897,48.0013,6093.0,2223595.0,11.2067,7447.57691,2023-03-15,False
2318 HK Equity,2023-06-30,602295.0,69841.0,3.94,50.4192,248355.0,2240344.0,10.5658,7447.57691,2023-08-29,False
2318 HK Equity,2023-12-31,300986.0,15824.0,0.8925,49.3684,151002.0,2228381.0,9.6895,7447.57691,2024-03-21,False
2318 HK Equity,2024-06-30,474178.0,74619.0,4.21,51.1365,395897.0,2208238.0,9.781,7447.57691,2024-08-22,False
2318 HK Equity,2024-12-31,495344.0,51988.0,2.9443,50.9933,96783.0,2449086.0,13.8549,7447.57691,2025-03-19,False
2318 HK Equity,2025-06-30,512395.0,68047.0,3.87,52.13,447952.0,2518335.0,12.8026,7447.57691,2025-08-26,False
2318 HK Equity,2025-12-31,497260.0,66731.0,3.806,55.2484,478808.0,2832053.0,13.9737,7447.57691,2026-03-26,False
2318 HK Equity,2026-06-30,510905.0,92585.0,5.3,56.7762,473733.0,2768567.0,16.1575,7447.57691,2026-08-20,False
2319 HK Equity,2016-06-30,27257.154,1077.29,0.277,5.6855,2903.623,10172.398,9.6373,3919.26636,2016-08-24,False
2319 HK Equity,2016-12-31,26522.185,-1828.445,-0.4705,5.3108,2070.034,8624.494,-3.4953,3924.50928,2017-03-29,False
2319 HK Equity,2017-06-30,29465.755,1127.9,0.29,5.5194,3554.423,14177.578,-3.1877,3925.99072,2017-08-30,False
2319 HK Equity,2017-12-31,30689.867,919.939,0.2361,5.7556,2557.193,13961.018,9.4264,3927.26262,2018-03-27,False
2319 HK Equity,2018-06-30,34474.336,1562.013,0.4,5.9993,3853.255,14707.945,10.9747,3927.36113,2018-08-29,False
2319 HK Equity,2018-12-31,34502.73,1481.017,0.3792,6.4191,3375.575,14716.129,12.7279,3927.66048,2019-03-27,False
2319 HK Equity,2019-06-30,39857.239,2076.926,0.531,6.7902,3143.532,14143.813,14.1597,3930.76373,2019-08-28,False
2319 HK Equity,2019-12-31,39172.617,2028.511,0.5178,7.4033,4346.8,23472.81,15.1089,3934.71998,2020-03-26,False
2319 HK Equity,2020-06-30,37533.459,1211.526,0.309,7.5189,3297.439,29665.109,11.5085,3936.00532,2020-08-26,False
2319 HK Equity,2020-12-31,38501.385,2313.518,0.5877,8.354,2997.096,18944.225,11.3501,3947.22807,2021-03-25,False
2319 HK Equity,2021-06-30,45905.209,2946.537,0.748,8.788,3031.91,23380.189,16.3578,3948.27762,2021-08-25,False
2319 HK Equity,2021-12-31,42236.266,2079.0,0.5265,9.3275,5959.207,27032.927,14.3981,3953.17918,2022-03-30,False
2319 HK Equity,2022-06-30,47722.296,3751.401,0.949,9.8302,1789.65,36011.879,15.8491,3954.56845,2022-08-24,False
2319 HK Equity,2022-12-31,44871.026,1551.571,0.3927,10.1382,7602.631,39108.605,13.7875,3955.19338,2023-03-29,False
2319 HK Equity,2023-06-30,51118.523,3020.476,0.765,10.6256,3456.198,47087.246,11.3182,3950.51407,2023-08-30,False
2319 HK Equity,2023-12-31,47505.518,1788.721,0.4545,11.2622,6161.498,37410.755,11.3937,3935.29251,2024-03-26,False
2319 HK Equity,2024-06-30,44670.5,2445.81,0.623,11.3659,1923.017,41562.293,9.7746,3935.29251,2024-08-28,False
2319 HK Equity,2024-12-31,44004.274,-2341.303,-0.5966,10.605,7119.131,34637.2,0.2434,3919.10451,2025-03-26,False
