date,top,bottom,long_short,universe
2022-07-31,4.925109234623944,1.2566515577275927,3.4388638865532006,2.125049367789803
2022-08-31,4.480706002197556,0.9918690693431397,3.85315283276118,1.8579930213849056
2022-09-30,3.8521982623781095,0.9120366654027346,3.6227999345421638,1.6200499113987288
2022-10-31,4.627009825446832,1.2564314608008211,2.983463498386698,2.1108437483586555
2022-11-30,4.800888581697373,1.3611479785944398,2.8469243463274005,2.2396207908764025
2022-12-31,5.298688442767055,1.5663705433248625,2.7128838353353304,2.450073656506125
2023-01-31,5.053410005030956,1.3648573585805897,2.9363151794384885,2.260329951525167
2023-02-28,5.192816283358075,1.41910786310071,2.900605073249309,2.3316945469514483
2023-03-31,5.3681861853263975,1.3194564988810247,3.202247031489753,2.322238445322446
2023-04-30,4.8505592077918696,1.1881303557773726,3.212191780280822,2.113527352754856
2023-05-31,4.81957394985323,1.259671810334523,2.9982551532983415,2.1915339233321585
2023-06-30,5.205436296357282,1.4138505078520323,2.871325759394592,2.36523935088493
2023-07-31,5.023838923950312,1.2373925260332241,3.129517024017872,2.1844433776043832
2023-08-31,5.04917772432611,1.1817282910699838,3.2860830665204843,2.1424104489608395
2023-09-30,4.850508960999216,1.1555860643880835,3.2294811808412316,2.0714235913671364
2023-10-31,5.047612284987633,1.1753462585438055,3.3054898615526866,2.0959434699099453
2023-11-30,4.910744059399209,1.169383104884306,3.2326305507623747,2.104816202259593
2023-12-31,4.585881287274457,0.9377945159670232,3.6589819125062486,1.8609388274997516
2024-01-31,5.07946222869742,1.0684048423160364,3.543199375941213,2.036391362961278
2024-02-29,4.970543294974394,1.082733052852199,3.419705240526653,2.067947722307704
2024-03-31,5.156381657973572,1.103589176969697,3.4816889620980453,2.1626256688638326
2024-04-30,5.316987728158574,1.1014933446574504,3.596745392239718,2.204118298784609
2024-05-31,5.234233229851535,1.0375861482875415,3.749443478381355,2.140836562524061
2024-06-30,4.7465136676240025,0.9959103988184964,3.5506752197614624,2.0777451059599543
2024-07-31,4.947106678561143,1.0011331942008066,3.6821101507143923,2.140457769017459
2024-08-31,5.242580049358214,1.3938506709036373,2.457637474998357,2.601476049967402
2024-09-30,5.207123388398515,1.2089024966259356,2.7671165779818514,2.443933768079624
2024-10-31,5.028020538805455,1.1882631877870333,2.719181894774274,2.3565906026249954
2024-11-30,5.230628723232129,1.2203955160906692,2.7552229951270952,2.4166173103968673
2024-12-31,5.372789981920052,1.219012378199829,2.8332287856670897,2.418734916628611
2025-01-31,6.163276133408562,1.2902931168210099,3.0844044723428485,2.6191675414138644
2025-02-28,6.407225830318872,1.3133756584977543,3.1513107399603433,2.698515060847718
2025-03-31,6.217197651031818,1.2954132240189098,3.1009468768584276,2.6530029737749357
2025-04-30,6.335485064187394,1.3623475012091402,2.9997184130924794,2.794446860809972
2025-05-31,6.782070701066397,1.4163457474368462,3.092269914185016,2.9530046899028544
2025-06-30,7.47482921862133,1.5230588136389818,3.1751478126688895,3.159196866312369
2025-07-31,8.210581017842284,1.562547300750117,3.405357111773283,3.2788626724289776
2025-08-31,8.674667653241313,1.6276819934870064,3.455885985286003,3.4398567837769356
2025-09-30,8.23505776715726,1.5583535493490976,3.4279483497083807,3.374460371256258
2025-10-31,8.002208414537028,1.5839356738853791,3.274748198167463,3.4117736048570264
2025-11-30,7.945094622797079,1.5464974883845926,3.3287780206820785,3.357129671942799
2025-12-31,9.404631524719598,1.627247390074873,3.7664730435398677,3.6506564576287333
2026-01-31,9.334293659007209,1.6423045323562686,3.7034516513854077,3.6731988223000904
2026-02-28,8.154782332958106,1.593187496494358,3.346232164912304,3.384174004783296
2026-03-31,8.852432945942132,1.671209288745974,3.4686338818613005,3.5375179199284132
2026-04-30,8.670782958821377,1.6700345887999837,3.399896390702838,3.5087573984788802
2026-05-31,7.979478161352063,1.4284757123515397,3.6206005533698473,3.166837526348058
2026-06-30,8.420886946556772,1.6543044232767579,3.248501700878965,3.5375782450862476
2026-07-31,8.62478375930277,1.5934942232427391,3.4465693318605584,3.51991979390101
2026-08-31,8.510196296326598,1.518773536330744,3.562392182228649,3.3926374354395903
